sample_id,label,bilingual_gloss,english,maori,source_id,source_url,license,signer_id,variant_id,recorded_date,local_relpath,verified_nzsl,verified_by,verification_notes,split_notes,remote_video_url
nzsl_online_bus_3587_01,bus,bus / pahi,Bus,Pahi,nzsl_online,https://www.nzsl.nz/signs/3587,CC BY-NC-SA 4.0,,3587_01,,starter_nzsl/data/raw/bus/bus.3587.main_glosses.mb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bus, truck'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3587/bus.3587.main_glosses.mb.r480x360.mp4
nzsl_online_bus_3587_02,bus,bus / pahi,Bus,Pahi,nzsl_online,https://www.nzsl.nz/signs/3587,CC BY-NC-SA 4.0,,3587_02,,starter_nzsl/data/raw/bus/bus.3587.finalexample1.jo.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bus, truck'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3587/bus.3587.finalexample1.jo.r480x360.mp4
nzsl_online_bus_3587_03,bus,bus / pahi,Bus,Pahi,nzsl_online,https://www.nzsl.nz/signs/3587,CC BY-NC-SA 4.0,,3587_03,,starter_nzsl/data/raw/bus/bus.3587.finalexample2.rp.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bus, truck'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3587/bus.3587.finalexample2.rp.r480x360.mp4
nzsl_online_train_5934_01,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/5934,CC BY-NC-SA 4.0,,5934_01,,starter_nzsl/data/raw/train/train.5934.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/5934/train.5934.main_glosses.mb.r480x360.mp4
nzsl_online_train_5934_02,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/5934,CC BY-NC-SA 4.0,,5934_02,,starter_nzsl/data/raw/train/train.5934.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/5934/train.5934.finalexample1.mb.r480x360.mp4
nzsl_online_train_2827_01,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/2827,CC BY-NC-SA 4.0,,2827_01,,starter_nzsl/data/raw/train/train.2827.main_glosses.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2827/train.2827.main_glosses.vs.r480x360.mp4
nzsl_online_train_2827_02,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/2827,CC BY-NC-SA 4.0,,2827_02,,starter_nzsl/data/raw/train/train.2827.finalexample1.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2827/train.2827.finalexample1.vs.r480x360.mp4
nzsl_online_train_2926_01,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/2926,CC BY-NC-SA 4.0,,2926_01,,starter_nzsl/data/raw/train/train.2926.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2926/train.2926.main_glosses.mb.r480x360.mp4
nzsl_online_train_2926_02,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/2926,CC BY-NC-SA 4.0,,2926_02,,starter_nzsl/data/raw/train/train.2926.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2926/train.2926.finalexample1.mb.r480x360.mp4
nzsl_online_train_3592_01,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/3592,CC BY-NC-SA 4.0,,3592_01,,starter_nzsl/data/raw/train/train.3592.main_glosses.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3592/train.3592.main_glosses.vs.r480x360.mp4
nzsl_online_train_3592_02,train,train / tereina,Train,Tereina,nzsl_online,https://www.nzsl.nz/signs/3592,CC BY-NC-SA 4.0,,3592_02,,starter_nzsl/data/raw/train/train.3592.finalexample1.vs.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'train',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3592/train.3592.finalexample1.vs.r480x360.mp4
nzsl_online_taxi_3810_01,taxi,taxi / tekihi,Taxi,Tekihi,nzsl_online,https://www.nzsl.nz/signs/3810,CC BY-NC-SA 4.0,,3810_01,,starter_nzsl/data/raw/taxi/taxi.3810.main_glosses.spa.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'taxi',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3810/taxi.3810.main_glosses.spa.r480x360.mp4
nzsl_online_taxi_3810_02,taxi,taxi / tekihi,Taxi,Tekihi,nzsl_online,https://www.nzsl.nz/signs/3810,CC BY-NC-SA 4.0,,3810_02,,starter_nzsl/data/raw/taxi/taxi.3810.finalexample1.spa.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'taxi',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3810/taxi.3810.finalexample1.spa.r480x360.mp4
nzsl_online_car_3462_01,car,car / motoka,Car,Motoka,nzsl_online,https://www.nzsl.nz/signs/3462,CC BY-NC-SA 4.0,,3462_01,,starter_nzsl/data/raw/car/car.3462.main_glosses.mb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'car, drive'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3462/car.3462.main_glosses.mb.r480x360.mp4
nzsl_online_car_3462_02,car,car / motoka,Car,Motoka,nzsl_online,https://www.nzsl.nz/signs/3462,CC BY-NC-SA 4.0,,3462_02,,starter_nzsl/data/raw/car/car.3462.finalexample1.rp.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'car, drive'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3462/car.3462.finalexample1.rp.r480x360.mp4
nzsl_online_car_3462_03,car,car / motoka,Car,Motoka,nzsl_online,https://www.nzsl.nz/signs/3462,CC BY-NC-SA 4.0,,3462_03,,starter_nzsl/data/raw/car/car.3462.finalexample2.mb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'car, drive'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3462/car.3462.finalexample2.mb.r480x360.mp4
nzsl_online_bicycle_7050_01,bicycle,bicycle / paihikara,Bicycle,Paihikara,nzsl_online,https://www.nzsl.nz/signs/7050,CC BY-NC-SA 4.0,,7050_01,,starter_nzsl/data/raw/bicycle/bicycle.7050.main_glosses.jb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bicycle, ride a bicycle'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/7050/bicycle.7050.main_glosses.jb.r480x360.mp4
nzsl_online_bicycle_7050_02,bicycle,bicycle / paihikara,Bicycle,Paihikara,nzsl_online,https://www.nzsl.nz/signs/7050,CC BY-NC-SA 4.0,,7050_02,,starter_nzsl/data/raw/bicycle/bicycle.7050.finalexample1.jb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bicycle, ride a bicycle'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/7050/bicycle.7050.finalexample1.jb.r480x360.mp4
nzsl_online_bicycle_7050_03,bicycle,bicycle / paihikara,Bicycle,Paihikara,nzsl_online,https://www.nzsl.nz/signs/7050,CC BY-NC-SA 4.0,,7050_03,,starter_nzsl/data/raw/bicycle/bicycle.7050.finalexample2.jb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bicycle, ride a bicycle'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/7050/bicycle.7050.finalexample2.jb.r480x360.mp4
nzsl_online_bicycle_3521_01,bicycle,bicycle / paihikara,Bicycle,Paihikara,nzsl_online,https://www.nzsl.nz/signs/3521,CC BY-NC-SA 4.0,,3521_01,,starter_nzsl/data/raw/bicycle/bicycle.3521.main_glosses.jo.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bicycle, ride a bicycle'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3521/bicycle.3521.main_glosses.jo.r480x360.mp4
nzsl_online_bicycle_3521_02,bicycle,bicycle / paihikara,Bicycle,Paihikara,nzsl_online,https://www.nzsl.nz/signs/3521,CC BY-NC-SA 4.0,,3521_02,,starter_nzsl/data/raw/bicycle/bicycle.3521.finalexample1.jo.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bicycle, ride a bicycle'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3521/bicycle.3521.finalexample1.jo.r480x360.mp4
nzsl_online_bicycle_3521_03,bicycle,bicycle / paihikara,Bicycle,Paihikara,nzsl_online,https://www.nzsl.nz/signs/3521,CC BY-NC-SA 4.0,,3521_03,,starter_nzsl/data/raw/bicycle/bicycle.3521.finalexample2.mb.r480x360.mp4,true,codex_seed,"Official NZSL Online entry 'bicycle, ride a bicycle'",batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/3521/bicycle.3521.finalexample2.mb.r480x360.mp4
nzsl_online_walk_2883_01,walk,walk / hikoi,Walk,Hikoi,nzsl_online,https://www.nzsl.nz/signs/2883,CC BY-NC-SA 4.0,,2883_01,,starter_nzsl/data/raw/walk/walk.2883.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'walk',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2883/walk.2883.main_glosses.mb.r480x360.mp4
nzsl_online_walk_2883_02,walk,walk / hikoi,Walk,Hikoi,nzsl_online,https://www.nzsl.nz/signs/2883,CC BY-NC-SA 4.0,,2883_02,,starter_nzsl/data/raw/walk/walk.2883.finalexample1.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'walk',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/2883/walk.2883.finalexample1.mb.r480x360.mp4
nzsl_online_walk_4993_01,walk,walk / hikoi,Walk,Hikoi,nzsl_online,https://www.nzsl.nz/signs/4993,CC BY-NC-SA 4.0,,4993_01,,starter_nzsl/data/raw/walk/walk.4993.main_glosses.mb.r480x360.mp4,true,codex_seed,Official NZSL Online entry 'walk',batch_01_seed,https://nzsl-signbank-media-production.s3.amazonaws.com/glossvideo/4993/walk.4993.main_glosses.mb.r480x360.mp4
